Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps
201500025089;2015-11-06T17:20:00+01:00;Saint-gregoire;15;11;06;17:20;Plein jour;Hors agglomération;Hors intersection;Pluie légère;Trois véhicules et plus – en chaîne;35;278;35278;RN 137;4814921;-169917;35760;137;48.152008, -1.684122;52;mouillée;;A chaussées séparées;Voie réservée;99;137;0;;0;4;Route Départementale;750;Partie rectiligne;Plat;;Sur chaussée;1979,1992,2000,1997,1962,1960,1978;Féminin,Féminin,Masculin,Féminin,Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Blessé,Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui,Oui,Oui;;A01,D01,B01,C01;1,1,2,3,1,2,1;Conducteur,Conducteur,Passager,Passager,Conducteur,Passager,Conducteur;;;Avant,Arrière,Arrière,Arrière;Sans changement de direction,Sans changement de direction,Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul,VL seul;;Métropole
201500025097;2015-11-18T17:20:00+01:00;Rennes;15;11;18;17:20;Plein jour;En agglomération;Place;Normale;Deux véhicules – par le coté;35;238;35238;00, BRETAGNE (PLACE DE);4810936;-168471;35000;00;48.109274, -1.684044;;normale;;A chaussées séparées;Banque cyclable;99;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1973,1995;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500025124;2015-12-01T08:45:00+01:00;Rennes;15;12;01;08:45;Crépuscule ou aube;Hors agglomération;Hors intersection;Normale;Autre collision;35;238;35238;30, JANVIER (AVENUE JEAN;4810470;-167263;35000;30;48.104678, -1.672788;;normale;;A sens unique;;99;0;40;;50;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1970,1952;Masculin,Masculin;Se déplaçant,Se déplaçant Sens véhicule heurtant;Indemne,Blessé;Ceinture;Oui;Sur trottoir;A01;1;Conducteur,Piéton;Seul;Utilisation professionnelle,Autre;Arrière;En marche arrière;;Piéton;;VU seul 1;;Métropole
201500025159;2015-12-16T12:00:00+01:00;Rennes;15;12;16;12:00;Plein jour;En agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;238;35238;15, METZ (BD DE);4811587;-165803;35000;15;48.115573, -1.657912;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1996,1933,1996,1965;Masculin,Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;B01,A01,C01;1,2,1,1;Conducteur,Passager,Conducteur,Conducteur;;Utilisation professionnelle,Promenade – loisirs,Utilisation professionnelle,Promenade – loisirs;Arrière,Avant,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VU seul 1,VU seul 1,VL seul;;Métropole
201500025167;2015-12-20T13:05:00+01:00;Rennes;15;12;20;13:05;Plein jour;En agglomération;Intersection en T;Normale;Autre collision;35;238;35238;00, NEMOURS ( DE);4810861;-167995;35000;00;48.108306, -1.680187;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;;Plat;;Sur chaussée;1976,1969;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Domicile – travail,Courses – achats;Avant;Tournant A droite;;Piéton;;VL seul;;Métropole
201500025181;2015-12-30T20:00:00+01:00;Saint-gregoire;15;12;30;20:00;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Pluie forte;Autre collision;35;278;35278;00, DE GAULLE (AVENUE GE;4815179;-168604;35760;00;48.154967, -1.6876;;mouillée;;Bidirectionnelle;Banque cyclable;99;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1985,1986;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Autre;Avant;Tournant A gauche;;Piéton;;VL seul;;Métropole
201500024805;2015-02-14T20:50:00+01:00;Cesson-sevigne;15;02;14;20:50;Nuit sans éclairage public;Hors agglomération;Hors intersection;Normale;Sans collision;35;051;35051;00, CHANTEPIE (ROUTE DE);4809841;-160622;35510;00;48.101666, -1.604845;7;mouillée;;Bidirectionnelle;;99;86;0;;0;2;Route Départementale;0;En courbe à gauche;Plat;;Sur chaussée;1975,1971;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Autre;Non déterminable,Non déterminable;;A01;1,2;Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;;;Arbre;VL seul;;Métropole
201500024865;2015-06-05T09:00:00+02:00;Rennes;15;06;05;09:00;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;NICOLET (GAL);4809255;-168021;35000;;48.09298, -1.680192;;normale;;Bidirectionnelle;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1971,1945,1958;Féminin,Masculin,Masculin;Traversant,Traversant,Se déplaçant;Blessé,Blessé,Indemne;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse,Sur passage piéton - Sans signalisation lumineuse;A01;1;Piéton,Piéton,Conducteur;Accompagné,Accompagné;;Avant;Tournant A droite;;Piéton;;VU seul 1;;Métropole
201500024909;2015-06-29T20:10:00+02:00;Rennes;15;06;29;20:10;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;13, SAINT-HELIER;4810733;-167169;35000;13;48.107331, -1.671578;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1990,1960;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant,Côté gauche;Sans changement de direction,Ouverture de porte;;Véhicule;Véhicule en stationnement;Bicyclette,VL seul;;Métropole
201500024960;2015-07-31T12:30:00+02:00;Rennes;15;07;31;12:30;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules - frontale;35;238;35238;48, VANEAU;4811172;-169306;35000;48;48.111909, -1.693007;;normale;;Bidirectionnelle;Voie réservée;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur piste cyclable;1962,1985;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Côté droit,Avant;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025142;2015-12-07T10:30:00+01:00;Rennes;15;12;07;10:30;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;05, YSER (BD DE L');4809184;-167827;35000;05;48.091956, -1.67405;;mouillée;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1944,1991;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail;Avant,Côté gauche;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Scooter > 125 cm3,VL seul;;Métropole
201500024735;2015-01-11T14:00:00+01:00;Rennes;15;01;11;14:00;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;VERDUN/CO?TLOGON;4812270;-168542;35000;;48.118115, -1.689408;;normale;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1929,1989;Féminin,Féminin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – école;Avant gauche,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024755;2015-01-28T07:50:00+01:00;Rennes;15;01;28;07:50;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;73, AV BUTTES DE COESMES;4812530;-163275;35000;73;48.123336, -1.63362;;mouillée;;Bidirectionnelle;Piste cyclable;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1973,1998;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Accompagné;Domicile – travail,Domicile – école;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024758;2015-03-11T08:00:00+01:00;Rennes;15;03;11;08:00;Crépuscule ou aube;En agglomération;Intersection en T;Temps couvert;Sans collision;35;238;35238;00, CLOS COURTEL (DU);4812208;-162873;35000;00;48.126132, -1.628894;;mouillée;;Bidirectionnelle;Piste cyclable;99;0;0;;0;2;Voie Communale;;En courbe à droite;Sommet de côte;Carrefour aménagé;Sur chaussée;1972,1958;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Côté gauche;Sans changement de direction,Tournant A gauche;;Autre,Autre;Sortie de chaussée sans obstacle;Scooter > 50 cm3 et <= 125 cm3,VL seul;;Métropole
201500024779;2015-04-01T11:00:00+02:00;Rennes;15;04;01;11:00;Plein jour;Hors agglomération;Giratoire;Normale;Deux véhicules – par l’arrière;35;238;35238;FREVILLE (PASSAGE);4808193;-167512;35000;;48.105546, -1.678824;;normale;;A sens unique;;99;0;0;;0;1;Route Départementale;;;Plat;Carrefour aménagé;Sur chaussée;1973,1994,1963,1962;Féminin,Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé,Blessé;Autre,Ceinture,Ceinture,Ceinture;Non déterminable,Oui,Oui,Oui;;A01,B01;3,1,1,2;Passager,Conducteur,Conducteur,Passager;;Utilisation professionnelle,Autre,Utilisation professionnelle,Utilisation professionnelle;Avant,Arrière;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024793;2015-02-12T14:10:00+01:00;Rennes;15;02;12;14:10;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;47, BD  LA T.D'AUVERGNE;4810410;-168435;35000;47;48.104142, -1.68421;;normale;;A chaussées séparées;Voie réservée;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1979,1966;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Promenade – loisirs;Côté droit;Sans changement de direction,Tournant A droite;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500008831;2015-10-08T19:15:00+02:00;;15;10;08;19:15;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Deux véhicules - frontale;20;247;20247;rue Henri Freynet;4159886;0927787;;;48.099925, -1.644203;0;normale;;Bidirectionnelle;;00;568;0;;0;2;Route Départementale;377;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1967,1990;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B02;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Avant gauche,Avant;Tournant A gauche,Sans changement de direction;;Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500024855;2015-03-07T15:10:00+01:00;Rennes;15;03;07;15:10;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;31, RUE DE PARIS;4811250;-166756;35000;31;48.112503, -1.667596;;normale;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1932,1990;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024904;2015-06-26T08:25:00+02:00;Rennes;15;06;26;08:25;Plein jour;En agglomération;Intersection en X;Normale;Autre collision;35;238;35238;00, VILLEBOIS MAREUIL (B;4810050;-164989;35000;00;48.104872, -1.651102;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2005;Masculin;Traversant;Blessé;;;Sur passage piéton - Avec signalisation lumineuse;A01;;Piéton;Seul;Domicile – école;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole
201500024959;2015-07-30T18:15:00+02:00;Rennes;15;07;30;18:15;Plein jour;En agglomération;Intersection en T;Normale;Trois véhicules et plus - collisions multiples;35;238;35238;CHURCHILL (AVENUE SIR WI;4812199;-170878;35000;;48.120683, -1.70854;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1982,1984,1972;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;C01,B01,A01;1,1,1;Conducteur,Conducteur,Conducteur;;;Arrière,Arrière,Avant;Arrêté (hors stationnement),Arrêté (hors stationnement),Sans changement de direction;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole
201500024998;2015-09-01T06:50:00+02:00;Rennes;15;09;01;06:50;Plein jour;Hors agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;238;35238;PORTE ALMA;4807994;-168322;35000;;48.098565, -1.675594;9;normale;;A chaussées séparées;;99;136;0;;0;4;Route Nationale;700;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1990,1980,1996;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;C01,B01,A01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail,Utilisation professionnelle;Avant,Avant,Arrière gauche;Sans changement de direction,Sans changement de direction,En s’insérant;;Véhicule,Véhicule,Véhicule;;Tracteur routier + semi-remorque,VL seul,VL seul;;Métropole
201500025079;2015-11-04T08:30:00+01:00;Rennes;15;11;04;08:30;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, POMPIDOU ( BD GEORGE;4810175;-168447;35000;00;48.098275, -1.688241;;normale;;Bidirectionnelle;;99;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1969,1994;Féminin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Avant;Traversant la chaussée,Tournant A gauche;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500025094;2015-11-10T07:25:00+01:00;Rennes;15;11;10;07:25;Plein jour;Hors agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;PORTE DE BEAULIEU;4809958;-161363;35000;;48.111949, -1.684709;3;normale;;A chaussées séparées;;99;136;0;;0;0;Route Nationale;811;Partie rectiligne;Plat;;Sur chaussée;1997,1972;Féminin,Féminin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Arrière,Avant;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025112;2015-11-27T10:00:00+01:00;Rennes;15;11;27;10:00;Plein jour;En agglomération;Intersection à plus de 4 branches;Normale;Autre collision;35;238;35238;71, STRASBOURG (BOULEVAR;4811453;-165704;35000;71;48.114408, -1.657067;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1966,1988;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Conducteur,Piéton;Accompagné;Utilisation professionnelle,Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VU seul 1;;Métropole
201500025141;2015-12-06T03:25:00+01:00;Saint-jacques-de-la-lande;15;12;06;03:25;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;281;35281;00, NANTES (RUE DE);4809035;-169278;35136;00;48.090954, -1.692452;11;normale;;Bidirectionnelle;;99;837;0;;0;2;Route Départementale;880;Partie rectiligne;Plat;;Sur chaussée;1989,1986,1965,1991;Féminin,Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;B01,A01;2,1,3,1;Passager,Conducteur,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière gauche,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024776;2015-02-06T18:00:00+01:00;Rennes;15;02;06;18:00;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;150, RUE E.POTTIER;4810220;-171203;35000;150;48.102128, -1.712076;;normale;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;En courbe à droite;Plat;;Sur chaussée;1984,2007;Masculin,Masculin;Se déplaçant,Jouant – courant;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Conducteur,Piéton;Accompagné;Domicile – travail,Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024788;2015-02-11T06:55:00+01:00;Rennes;15;02;11;06:55;Nuit sans éclairage public;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;PORTE DE BREQUIGNY;4808400;-169874;35000;;48.111949, -1.684709;11;normale;;A chaussées séparées;;99;136;0;;0;0;Route Nationale;160;En courbe à droite;Plat;;Sur chaussée;1994;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – école;Côté gauche;Sans changement de direction;;;Fossé;VL seul;;Métropole
201500000824;2015-06-19T10:45:00+02:00;Bruz;15;06;19;10:45;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;047;35047;giratoire de la bobinais;4802569;-173454;35170;;48.024281, -1.734966;26;normale;;;;99;44;0;;0;2;Route Départementale;310;En courbe à gauche;Plat;;Sur chaussée;1986,1954;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B02,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Côté droit,Avant gauche;Sans changement de direction,En s’insérant;;;;Motocyclette > 125 cm3,VL seul;;Métropole
201500024754;2015-03-07T22:30:00+01:00;Saint-jacques-de-la-lande;15;03;07;22:30;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Normale;Deux véhicules - frontale;35;281;35281;284, NANTES (RUE DE);4808856;-169379;35136;284;48.088665, -1.693824;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1963,2000,1991;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,2,1;Conducteur,Passager,Conducteur;;Domicile – travail,Promenade – loisirs,Promenade – loisirs;Avant,Chocs multiples (tonneaux);Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024903;2015-06-25T17:20:00+02:00;Rennes;15;06;25;17:20;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;00, BRETAGNE (PONT DE);4811008;-168623;35000;00;48.123169, -1.729286;;normale;;Bidirectionnelle;Voie réservée;99;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1974,1967,1963;Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Casque,Ceinture;Oui,Non,Non déterminable;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Utilisation professionnelle,Promenade – loisirs,Autre;Avant,Avant;Sans changement de direction;;Véhicule,Véhicule;;Autobus,Bicyclette;;Métropole
